STL912EE1241AGE;ITL912ECJCE4AG;1
ITL912ECJCE4AG;ITL912EDIF4ALB;1
ITL912ECJCE4AG;ITL912EDIVCHSAG;1
ITL912EDIVCHSAG;MPBOCH1208AG0;0.46
ITL912ECJCE4AG;ITL912EDIVPREAG;1
ITL912EDIVPREAG;MPBOCH1208AG0;1
ITL912ECJCE4AG;ITL912EDIVPRGAL;1
ITL912ECJCE4AG;ITL912EVDDF4BO;1
ITL912ECJCE4AG;ITL912ECOARE4AG;1
ITL912ECOARE4AG;MPBOCH1205AG0;1
ITL912ECOARE4AG;MPBOCH1208AG0;2.1
ITL912ECJCE4AG;ITL912ECOBSE4AG;1
ITL912ECOBSE4AG;MPBOCH1205AG0;2.40
ITL912ECJCE4AG;ITEFRKFM4AG;1
STL912EE1241AGE;ITL912ECJP1241E;1
ITL912ECJP1241E;ITRE001249;1
ITL912ECJP1241E;ITIE902193;1
ITL912ECJP1241E;ITBAT40A36VTCJB;1
ITBAT40A36VTCJB;ITBAT45A12VPI;1
ITBAT40A36VTCJB;ITBATACPBPL;1
ITL912ECJP1241E;ITBOSD25;1
ITL912ECJP1241E;ITPOG13PT8;1
ITL912ECJP1241E;ITEFFIXCA2535;4
TL912EE1241AGE;MOD1603;1
TL912EE1242AGE;STL912EE1242AGE;1
STL912EE1242AGE;ITL912ECJCE4AG;1
ITL912ECJCE4AG;ITL912EDIF4ALB;1
ITL912ECJCE4AG;ITL912EDIVCHSAG;1
ITL912EDIVCHSAG;MPBOCH1208AG0;0.46
ITL912ECJCE4AG;ITL912EDIVPREAG;1
ITL912EDIVPREAG;MPBOCH1208AG0;1
ITL912ECJCE4AG;ITL912EDIVPRGAL;1
ITL912ECJCE4AG;ITL912EVDDF4BO;1
ITL912ECJCE4AG;ITL912ECOARE4AG;1
ITL912ECOARE4AG;MPBOCH1205AG0;1
ITL912ECOARE4AG;MPBOCH1208AG0;2.1
ITL912ECJCE4AG;ITL912ECOBSE4AG;1
ITL912ECOBSE4AG;MPBOCH1205AG0;2.40
ITL912ECJCE4AG;ITEFRKFM4AG;1
STL912EE1242AGE;ITL912ECJP1242E;1
ITL912ECJP1242E;ITRE001249;1
ITL912ECJP1242E;ITIE902193;1
ITL912ECJP1242E;ITBAT40A36VTCJB;1
ITBAT40A36VTCJB;ITBAT45A12VPI;1
ITBAT40A36VTCJB;ITBATACPBPL;1
ITL912ECJP1242E;ITBOSD25;1
ITL912ECJP1242E;ITPOG13PT8;1
ITL912ECJP1242E;ITEFFIXCA2535;1
TL912EE1242AGE;MOD1603;1
TL912EE1249AGS;STL912EE1249AGS;1
STL912EE1249AGS;ITL912ECJCE4AG;1
ITL912ECJCE4AG;ITL912EDIF4ALB;1
ITL912ECJCE4AG;ITL912EDIVCHSAG;1
ITL912EDIVCHSAG;MPBOCH1208AG0;0.46
ITL912ECJCE4AG;ITL912EDIVPREAG;1
ITL912EDIVPREAG;MPBOCH1208AG0;1
ITL912ECJCE4AG;ITL912EDIVPRGAL;1
ITL912ECJCE4AG;ITL912EVDDF4BO;1
ITL912ECJCE4AG;ITL912ECOARE4AG;1
ITL912ECOARE4AG;MPBOCH1205AG0;1
ITL912ECOARE4AG;MPBOCH1208AG0;2.1
ITL912ECJCE4AG;ITL912ECOBSE4AG;1
ITL912ECOBSE4AG;MPBOCH1205AG0;2.40
ITL912ECJCE4AG;ITEFRKFM4AG;1
STL912EE1249AGS;ITL912ECJP1249S;1
ITL912ECJP1249S;ITRE001249;1
ITL912ECJP1249S;ITIE902193;1
ITL912ECJP1249S;ITBOSD25;1
ITL912ECJP1249S;ITPOG13PT8;1
ITL912ECJP1249S;ITEFFIXCA2535;1
TL912EE1249AGS;MOD1603;1
